authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
It'sAruffLife,https://yt3.ggpht.com/16BZO7mTYxKHt9f8pDEZrsqyUOilys4D_YKtxTW-X30hJn82MLmd60qty1tnepr4cY1Wcc1Jpdg=s48-c-k-c0x00ffffff-no-rj,2,2023-02-23T02:11:51Z,2023-02-23T02:11:51Z,"This is such a one sided interview...the interviewer definitely tried to find fault with  homeschooling. I know people, personally, who have been homeschooled and they all turned out great people, they are intelligent and great humam beings."
velvin bixby,https://yt3.ggpht.com/ytc/AOPolaSwmb0A4xpOumvFn2DDmRjep_XX_xDdCQPWXqr9dA=s48-c-k-c0x00ffffff-no-rj,2,2023-05-25T08:45:01Z,2023-07-07T04:55:37Z,"I agree that homeschooling has some great formats for learning, but it seems more expensive than a private school, or the household needs a good single source of income because one parent  probably stays home. But never underestimate blazing new paths. An acquaintance developed a modest income by creating homeschool art modules. It was a passion of hers, and it developed into a very sustainable income. There are some issues that frustrate me about the white population here. I thought it was very meaningful to read Sounder in 6th grade. It gave me an idea of what other populations have gone through in history. I am concerned it will become a new intentional or unintentional segregation just when children are in   racially diverse settings. That's a setback."
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Corina Ribera,https://yt3.ggpht.com/ytc/AOPolaQzCapJiV3HhbYpGVysyp7uNaNqqypbH5fe7ldI9A=s48-c-k-c0x00ffffff-no-rj,2,2023-02-04T15:51:58Z,2023-02-04T15:51:58Z,I work in the schools systems and rest assure home schooling is a wonderful option for kids .
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Cara Chandler,https://yt3.ggpht.com/ytc/AOPolaRtedP-Qg2WBNUBp_nPq5-P161cw6EPZ-GEsFI4=s48-c-k-c0x00ffffff-no-rj,2,2023-03-06T19:54:30Z,2023-03-06T19:54:30Z,"So many reasons to homeschool! Yes our faith and what we value  is one of them, but beyond that, I want my kids to have an education catered to the way they learn and that provides them with time in the day to delve deeper into the topics that interest them (maps currently for my second grader), and to have time to shadow or experience career interests in HS before having to pay for a college major. Beyond that, I don't want my kids to be overburdened by too many things going on and too much homework like I was with private school or too many sports like my husband. Being in the home environment  it's my hope that they also learn how to ""adult"" by being around when I do laundry, taxes, grocery shop, or hubby cooks...There are so many things to learn and when so many schools in my state don't even have a single student who is at grade level for reading or math, I'm certainly not going to trust them with my children. (It's not for lack of funding, some of these schools are spending $20,000+/student while schools with much lower funding have students doing better.)"
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Kathryn Cumberland,https://yt3.ggpht.com/ytc/AOPolaR2jMGYqpZ_ChGk_lLr7PtlyBhYnwhbixdm9USzziA=s48-c-k-c0x00ffffff-no-rj,2,2023-03-29T16:58:38Z,2023-03-29T16:58:38Z,"""My nine-year-old doesn't need to learn about segregation.""..Those who don't learn from history are doomed to repeat it."
David Monzon,https://yt3.ggpht.com/ytc/AOPolaR4HPYvvWtTqsaENrywrii-heJm6W7y7sBswQ=s48-c-k-c0x00ffffff-no-rj,2,2023-02-22T16:17:59Z,2023-02-22T16:17:59Z,Now do one on Public schools and teachers unions. I'm sure that there won't be any politics or ideologies. And that VICE will have completely unbiased reporting on it.
Foxy Fresh,https://yt3.ggpht.com/ytc/AOPolaSoFzB5ymzoyP4ica5UBE2JHlb838DJesyOh6_2=s48-c-k-c0x00ffffff-no-rj,2,2023-03-09T00:13:17Z,2023-03-09T00:13:17Z,I've yet to meet a homeschooled kid who was 'normal'. I feel sorry for those children.
GroovyVideo2,https://yt3.ggpht.com/ytc/AOPolaTivygakCjJbLJXi1TDhFIUOPodWLcvtYHwgu_a=s48-c-k-c0x00ffffff-no-rj,2,2023-02-01T23:06:47Z,2023-02-01T23:06:47Z,i met someone who was church home schooled - she was the most twisted person I have ever met in a very  bad way
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
Ainyx,https://yt3.ggpht.com/ytc/AOPolaRPc1ydPh4VLU10XtNYE4WYwUbrDqKm7KnuQPbU=s48-c-k-c0x00ffffff-no-rj,2,2023-01-27T08:06:37Z,2023-01-27T08:06:37Z,"I was trying so, so hard to get their viewpoint, but all it really sounded like was ""I don't want you to indoctrinate my child. I want to be the one to do that"". They're not just uncomfortable about what's being taught in schools, but actively opposing it in the opposite direction. That doesn't mean their path is any better. A hard turn left or right on a cliff still leads to your end. BOTH ends should be taught. Religion and their cons, Science and Conspiracy Theories, 2 Genderism and Polygenderism, etc. If you teach both, everybody's happy."
Kim B,https://yt3.ggpht.com/ytc/AOPolaTR4HZtXgKnNCVmg2vacB-Sz4NIGw6SloNhmuUMUNmXoi4oeDdHz16pvM6FHPAD=s48-c-k-c0x00ffffff-no-rj,2,2023-02-22T22:40:33Z,2023-02-22T22:40:33Z,"Its great to see kids outdoors doing what they should be doing...being kids!!! We're not meant to ""sit"" and be ""obedient"" all schools churn out are young adults who can't do anything for themselves and need to be told what to do and how to do it, basically little dumb robots."
SemiMono,https://yt3.ggpht.com/ytc/AOPolaTFp8hpVku-qH1iPdz4wksu4nmQ6rAF7lPlw5xZ=s48-c-k-c0x00ffffff-no-rj,2,2023-02-20T19:58:14Z,2023-02-20T19:58:14Z,"Really this is just highlighting the slow collapse of a system that does not work. Choice is imperative, and the ability of educators to respond to that choice is imperative. Our school system is organized around no choice, so when we rightly introduce it, not only do the corrupt schools suffer, but the honest ones also suffer, because they are tied together."
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
Francisco Ortiz,https://yt3.ggpht.com/ytc/AOPolaTbWvEDijpMv9pf8ED08b3z-HkpKoZ9OWC4rufP9A=s48-c-k-c0x00ffffff-no-rj,2,2023-06-17T14:59:20Z,2023-06-17T14:59:20Z,Not all homeschoolers are well educated.  Some parents do great others do the bare minimum.  I have met both ends of spectrum.
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
Mona Lewinsky,https://yt3.ggpht.com/ytc/AOPolaSPg-V8cBnnR_d5i0UeTp6EdWthII8EyCeerVHyOA=s48-c-k-c0x00ffffff-no-rj,2,2023-06-14T19:14:43Z,2023-06-14T19:14:43Z,I love that more ppl are homeschooling their kids. We need to build back families! Parents need to be more involved in their kids lives and focus on building sting family values. That’s not only the key to success but happiness.
WBD,https://yt3.ggpht.com/jvuI0NNq7iVjfBUyBpbo7rrzQGFOFmFuNlN8tYOe_UKIKqRVVsuuSrAdNd8raihhIbzSO_Vq8A=s48-c-k-c0x00ffffff-no-rj,2,2023-02-19T00:36:28Z,2023-02-19T00:36:28Z,So glad to hear about Raylee's law.
milo thatch is my spirit animal,https://yt3.ggpht.com/ytc/AOPolaTn0fcXiGQq7Xd51aKX_k35tWo4wzVcCWtoRPZFkg=s48-c-k-c0x00ffffff-no-rj,2,2023-02-22T18:19:08Z,2023-02-25T16:55:15Z,"It makes me very happy that even though this documentary so clearly has a bias against homeschoolers, this comments section is filled with people sharing their positive homeschooling experiences."
Susan,https://yt3.ggpht.com/ytc/AOPolaSo4mnW5ZSJeddYv3QAg0uRKm9sLFW-cTyRqPXrIu4W4ZmgP5B5F2M7wmfo0qd5=s48-c-k-c0x00ffffff-no-rj,2,2023-02-16T05:37:44Z,2023-02-16T05:37:44Z,A lot of people home school because 1 on 1 will always be able to cover more information in more depth than 1 on 30. A lot of people home school because they want their kids to spend time outdoors as well as in libraries and museums and traveling and interacting with different people..A lot of people homeschool because the fact is that school shootings are increasing.
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Let's Go Family,https://yt3.ggpht.com/g_lZxJIQJoOez2mVtDm35yt71Wc02CrYdGfxtQs9VAPCbjhlEneMl8UVSsvnFi8T5Te1vFrPeHE=s48-c-k-c0x00ffffff-no-rj,2,2023-03-21T23:31:14Z,2023-03-21T23:31:14Z,"The lady in the ""Black Homeschoolers"" section of this video said she doesn't want to bring Woke ideas into the homeschooling space. She ""just wants Black people to be in the books her children read"". However, the laptop she's shown working on at 22:50 shows a conference call with the words ""Woke Homeschooling,"" plastered right on it. I'm not opposed to homeschoolers being taught woke ideas, but at least be honest."
Freya Greaves,https://yt3.ggpht.com/ytc/AOPolaTwdi9E_gIx5RLGpAmoW696vkXzrnwINJFz1tEksQ=s48-c-k-c0x00ffffff-no-rj,2,2023-01-25T12:42:48Z,2023-01-25T12:42:48Z,"I was homeschooled in England. Coming from a family of all uni educated scientists and academics I was about a year ahead in all subject when I joined year 8 (12 years old). It can be amazing, it can be a failing"
Christopher Montgomery,https://yt3.ggpht.com/ytc/AOPolaTzkZbd6lgPBcAnRNRxIuVPJfXjn5nKRJRkBw=s48-c-k-c0x00ffffff-no-rj,2,2022-12-23T22:28:53Z,2022-12-23T22:28:53Z,I can tell you really don’t like homeschooling by the way you edited this documentary together.
H B,https://yt3.ggpht.com/ytc/AOPolaQdfR9oZvHANcwYCovGJl8gC3XAQWN0XEMp9huRVg=s48-c-k-c0x00ffffff-no-rj,2,2023-03-15T20:35:17Z,2023-03-15T20:35:17Z,"Ivs been homeschooling my kids for 5 years....we don't have time for traditional school! How else can you fully pursue passions, be outside in nature multiple hours a day, interests and extra curriculars when you are trapped by a school schedule!? .We LOVE the freedom and flexibility and traveling....homeschooling is FREEDOM!"
Abby Reviews,https://yt3.ggpht.com/mavs3k_Pzwk2iz59U9JRb723xHdTOxv3TqRDQZWzqOAJau6iKFHsaHpovvd8awBgSFdTUrsb=s48-c-k-c0x00ffffff-no-rj,2,2023-06-11T12:21:07Z,2023-06-11T12:39:02Z,"I have homeschooled for three years, initially due to the pandemic and non-existent public school resources at the time.  Our child is performing well above grade level and is confident, curious, and skilled.  It has been the most rewarding endeavor of my life to date, bar none.  Let me be clear: there is enormous personal sacrifice.  If you homeschool you must have the character to be completely different and always swim upstream.  I receive no income and have to purchase all materials, but I have teaching skill and drive so scaffolding, introducing topics, and reinforcing skills sets is a cinch to me.  Also, I am pushed to the margins socially.  People truly do not understand what it is that I do.  However, they are always quick to remark how well-behaved our kid is, and how smart.  I wish I could get this across to other parents: you have to show up and put in the time or your kid will turn in to someone you don't like and can't recognize, i.e. someone raised by the state.  You have to ask about the conditioning you received in public school and if you are prepared to project that same conditioning onto your offspring, i.e. outgrouping, bullying, intellectual stifling.   Unfortunately, some parents cant or won't home educate because of societal pressure.  You have to ask yourself, what can I live with?  What can I live without?  It takes a level of bravery and grit most people aren't prepared for.  Also, wages are far too low to make most of this possible for most people who have kids and also work, anyway.  I get that.  Another major issue is devaluation of home-based work.  If full-time parents were actually paid for their job, you would see a lot more homeschooling take place.  Parents would get to spend more time with their kids, and post-pandemic we've already seen a clear shift to workers preferring home-based employment.  .Now, our kid is requesting attendance at public school because she doesn't have any siblings and is ready for more socialization.  I am terrified the schools will brutally disappoint us...again.  The threat of gun violence alone should be enough to terrify any parent.  We grilled the current school on their response practices and did research about the threat of violence in our area.  It does little to assure me of any level of safety.  Also, we already tried this reluctantly last fall in another community before promptly removing our kid again and let's just say the professional misbehavior on the part of the staff was appalling beyond belief.  The principal stated, ""I'm sorry, this should never have happened."" Never in a million years was I prepared for the teacher misbehavior I encountered.  Currently, our schools are a dumpster fire, just like every other cultural institution."
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
venusinfurs,https://yt3.ggpht.com/dzQEGIDZiXMMOc3tgWoTurRcBTlEeJ5dqOOg-TJLZyvLk0ynkHxjowAltX60j1mtEiKhsNfk=s48-c-k-c0x00ffffff-no-rj,2,2023-01-10T15:04:25Z,2023-01-10T15:04:25Z,"""i cant buy book for me cause i have to but them for my kids, but i can afford manicure"""
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
Barney W,https://yt3.ggpht.com/ytc/AOPolaTjiVDVJ6thE13Ml-10s8a2IgifzaRm8ORUvg=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T11:02:17Z,2023-03-21T11:02:17Z,"There were multiple stories in this - the title is misleading. Amber Johnston, the black homeschooling mum demonstrated a great example of a healthy, typical approach of homeschooling ie wanting choice, the best for their kids, encouraging open rational thinking, however, she didn't have power herself or even collectively with like minded homeschoolers. By necessity she had to sign up to HDSLA for protection, not because it reflected her beliefs. The majority of this episode appeared to actually focus on right wing religious indoctrination to create a future fundamentalist state, steam rolling over legislation that sounds like it could actually help stop abuse towards children. A better title for this episode would have been: Religious Fundamentalists Recruiting Child Soldiers."
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
Barney W,https://yt3.ggpht.com/ytc/AOPolaTjiVDVJ6thE13Ml-10s8a2IgifzaRm8ORUvg=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T11:02:17Z,2023-03-21T11:02:17Z,"There were multiple stories in this - the title is misleading. Amber Johnston, the black homeschooling mum demonstrated a great example of a healthy, typical approach of homeschooling ie wanting choice, the best for their kids, encouraging open rational thinking, however, she didn't have power herself or even collectively with like minded homeschoolers. By necessity she had to sign up to HDSLA for protection, not because it reflected her beliefs. The majority of this episode appeared to actually focus on right wing religious indoctrination to create a future fundamentalist state, steam rolling over legislation that sounds like it could actually help stop abuse towards children. A better title for this episode would have been: Religious Fundamentalists Recruiting Child Soldiers."
Madder Lake Video Productions,https://yt3.ggpht.com/ytc/AOPolaTFNPkdvqibI2LjpW11BqJy2QaqORmRPqcbEHq2=s48-c-k-c0x00ffffff-no-rj,1,2023-02-01T23:41:17Z,2023-02-01T23:41:17Z,"Everyone’s talking about their homeschool experience and yet I’m not seeing comments about the Joshua Project or the HSLDA…are we not concerned with organizations like this?? The guy at the end basically saying “if a kid’s abused in their home, that’s their problem” is so concerning when they’re lobbying gov’t to do the exact controlling that they’re speaking out against"
Leslie S,https://yt3.ggpht.com/ytc/AOPolaQ0qPuh3_fCrCbgE5sXuJrk1P9LwpcxMUjzwA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-13T03:11:15Z,2023-03-13T03:11:15Z,They left out that a growing number of parents are homeschooling due to school shootings.
Ronj,https://yt3.ggpht.com/ytc/AOPolaT49BEso2YBn2PVLOC5ILLrwwceOYg4_WY5Dg=s48-c-k-c0x00ffffff-no-rj,1,2023-01-29T20:02:29Z,2023-01-29T20:09:06Z,Good for them.  But child abuse does not need to go unchecked nor does making sure these children stay up to the standards of education for their age.
Ina von Reding,https://yt3.ggpht.com/ytc/AOPolaTbZASvMUitiraqfxJbt3M1R8bzMHI2P2cvnn-S10Y=s48-c-k-c0x00ffffff-no-rj,1,2023-03-11T11:33:56Z,2023-03-11T11:33:56Z,I just wanna know how all these kids get jobs if they cannot provide any official certificates? how do you get a job without education?
Ina von Reding,https://yt3.ggpht.com/ytc/AOPolaTbZASvMUitiraqfxJbt3M1R8bzMHI2P2cvnn-S10Y=s48-c-k-c0x00ffffff-no-rj,1,2023-03-11T11:33:56Z,2023-03-11T11:33:56Z,I just wanna know how all these kids get jobs if they cannot provide any official certificates? how do you get a job without education?
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
Ina von Reding,https://yt3.ggpht.com/ytc/AOPolaTbZASvMUitiraqfxJbt3M1R8bzMHI2P2cvnn-S10Y=s48-c-k-c0x00ffffff-no-rj,1,2023-03-11T11:33:56Z,2023-03-11T11:33:56Z,I just wanna know how all these kids get jobs if they cannot provide any official certificates? how do you get a job without education?
Barney W,https://yt3.ggpht.com/ytc/AOPolaTjiVDVJ6thE13Ml-10s8a2IgifzaRm8ORUvg=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T11:02:17Z,2023-03-21T11:02:17Z,"There were multiple stories in this - the title is misleading. Amber Johnston, the black homeschooling mum demonstrated a great example of a healthy, typical approach of homeschooling ie wanting choice, the best for their kids, encouraging open rational thinking, however, she didn't have power herself or even collectively with like minded homeschoolers. By necessity she had to sign up to HDSLA for protection, not because it reflected her beliefs. The majority of this episode appeared to actually focus on right wing religious indoctrination to create a future fundamentalist state, steam rolling over legislation that sounds like it could actually help stop abuse towards children. A better title for this episode would have been: Religious Fundamentalists Recruiting Child Soldiers."
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
CC,https://yt3.ggpht.com/ytc/AOPolaTsaz0oBbDgknei4TaggWbGaJ1D1mntsQMjizAVJlZc-8etB3sW5xHmf4HwBEbTuA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-19T07:40:44Z,2023-03-19T07:40:44Z,21 minutes in and vice finally shows an actual homeschooling family.
Leviathan Sparrow,https://yt3.ggpht.com/ytc/AOPolaRMx8ZdJkZggk_LuT99n-9oaJc03rgfllAO4w=s48-c-k-c0x00ffffff-no-rj,1,2023-02-22T20:54:02Z,2023-02-22T20:54:02Z,"The leftists feel intimidated by home schoolers because they see a group of growing people that are actually capable and competent, which is the exact opposite of what the leftists represent. **Note - I said 'leftists', not 'liberals'. My family is liberal and we homeschool."
Fiddler Ontheroof,https://yt3.ggpht.com/ytc/AOPolaRjvqt6WjHI1SHnkKosLPHCzB0aJo2OL8iT24jlww=s48-c-k-c0x00ffffff-no-rj,1,2023-03-24T13:21:12Z,2023-03-24T13:21:12Z,"as a pro-homeschooler from Germany (where we don´t have this option at all...) i think this was a fair documentary. Also teared up seeing the kid´s from the heritage school..i think it´s wonderful that every group can have their specifications! If you´re christian, you focus more on religious aspects, I´f you have a cultural heritage background which is important to your family...yeiii go ahead and teach it... I´m half hungarian and I teach my kids about their heritage  and don´t expect the public school to teach them anything about it. Teach history (facts), knowledge, science, and THINKING and leave ideology out... just as simple as that."
CC,https://yt3.ggpht.com/ytc/AOPolaTsaz0oBbDgknei4TaggWbGaJ1D1mntsQMjizAVJlZc-8etB3sW5xHmf4HwBEbTuA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-19T07:40:44Z,2023-03-19T07:40:44Z,21 minutes in and vice finally shows an actual homeschooling family.
Ronj,https://yt3.ggpht.com/ytc/AOPolaT49BEso2YBn2PVLOC5ILLrwwceOYg4_WY5Dg=s48-c-k-c0x00ffffff-no-rj,1,2023-01-29T20:02:29Z,2023-01-29T20:09:06Z,Good for them.  But child abuse does not need to go unchecked nor does making sure these children stay up to the standards of education for their age.
Leviathan Sparrow,https://yt3.ggpht.com/ytc/AOPolaRMx8ZdJkZggk_LuT99n-9oaJc03rgfllAO4w=s48-c-k-c0x00ffffff-no-rj,1,2023-02-22T20:54:02Z,2023-02-22T20:54:02Z,"The leftists feel intimidated by home schoolers because they see a group of growing people that are actually capable and competent, which is the exact opposite of what the leftists represent. **Note - I said 'leftists', not 'liberals'. My family is liberal and we homeschool."
Deborah Neese,https://yt3.ggpht.com/ytc/AOPolaSEqpePy9AELFrRsDNeK0jAKNVBoOvWnvxSzrv6=s48-c-k-c0x00ffffff-no-rj,1,2023-02-28T14:40:28Z,2023-02-28T14:40:28Z,"I have three kids.  One in public school, one in charter school, and one homeschool.  Homeschool is a very necessary and effective way to educate children.  You can't teach every child in the same manner.  We need homeschools."
Ronj,https://yt3.ggpht.com/ytc/AOPolaT49BEso2YBn2PVLOC5ILLrwwceOYg4_WY5Dg=s48-c-k-c0x00ffffff-no-rj,1,2023-01-29T20:02:29Z,2023-01-29T20:09:06Z,Good for them.  But child abuse does not need to go unchecked nor does making sure these children stay up to the standards of education for their age.
Leslie S,https://yt3.ggpht.com/ytc/AOPolaQ0qPuh3_fCrCbgE5sXuJrk1P9LwpcxMUjzwA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-13T03:11:15Z,2023-03-13T03:11:15Z,They left out that a growing number of parents are homeschooling due to school shootings.
Leviathan Sparrow,https://yt3.ggpht.com/ytc/AOPolaRMx8ZdJkZggk_LuT99n-9oaJc03rgfllAO4w=s48-c-k-c0x00ffffff-no-rj,1,2023-02-22T20:54:02Z,2023-02-22T20:54:02Z,"The leftists feel intimidated by home schoolers because they see a group of growing people that are actually capable and competent, which is the exact opposite of what the leftists represent. **Note - I said 'leftists', not 'liberals'. My family is liberal and we homeschool."
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
SEVA,https://yt3.ggpht.com/ytc/AOPolaQdy5SNJ-GE4epasHjer6MuptyInuMxXWgGkJPbHA=s48-c-k-c0x00ffffff-no-rj,1,2023-02-17T19:46:59Z,2023-02-17T19:46:59Z,So happy this exists!!! Freedom!!!!
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
