authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
Ren,https://yt3.ggpht.com/ytc/AOPolaTB7XX2MpuqYwmqJf-Fg4bQQ9LDuBips3n_gAcJ=s48-c-k-c0x00ffffff-no-rj,12,2023-04-10T20:16:16Z,2023-04-10T20:16:16Z,I'm glad I went to public school. It saved me from my mom for at least 8 hours a day. It's insightful to see how & why people in the USA are homeschooling.
Barb,https://yt3.ggpht.com/PfOy4mvc9KwaAj5pchRwFXqhSICStakoa9nR7lr06KHRaEeqXPhU9hj7o4HqhZ1k_W1OYQW08A=s48-c-k-c0x00ffffff-no-rj,11,2022-10-17T15:13:22Z,2022-10-17T15:13:22Z,"I'm currently homeschooling. It started with the pandemic but my kids score on G&T scale & some subjects at their grade level were too easy. The political stuff, the shootings, the state of our country, lack of quality education etc are all factors in the choice. There may come a day I put them back in public school. We try to do local homeschool meet ups for socialization. Homeschooling doesn't have to be expensive, either. It was actually the more affordable option in the meantime for our family. Non religious. My kids get to ask and learn about subjects they wouldn't even touch on in public school since everyone is on the same ""track"" and there's not much freedom/flexibility in a childs individual curiosity. And the schools in the area are over crowded and have a bad rating. For now, at least, at an elementary level, I can provide a better education for them."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Wendy Crim,https://yt3.ggpht.com/ytc/AOPolaT-kOBrN6wP-k93-Qu_4BG6olviysBxz-Zr6A=s48-c-k-c0x00ffffff-no-rj,10,2023-01-27T16:35:29Z,2023-01-27T16:35:29Z,This is exactly how I figured Vice would cover this. 😂
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Florida Trini,https://yt3.ggpht.com/FLRJIh5EATo8iEciYl6pZlD1wchMf8pv4SFuBfoycX6iS0QQqB8cDTAxlVrdfGqqBWld2gIMnyw=s48-c-k-c0x00ffffff-no-rj,10,2022-10-18T11:30:58Z,2022-10-18T11:35:43Z,"I believe in homeschooling, but there needs to be a required curriculum (for the main 4 subjects). I also think there needs to be a requirement that the person teaching that curriculum is qualified to teach. There are way too many resources nowadays for a homeschool parent not to provide their children with a proper education. If homeschooling is done right, children will learn how to use their time efficiently, have more time for hobbies and family, and will have a 1:1 interaction they'd never get in a regular school."
Amber,https://yt3.ggpht.com/3N7lSHEmtw1VPW5b7ixk7vLqNBRaLj1bgsAm7Z8MPxBtKDcVtWc8aIJ5cPn_hFVgx4PvCiMgeIA=s48-c-k-c0x00ffffff-no-rj,10,2023-01-19T14:48:35Z,2023-01-19T14:48:35Z,I was in a failing school system in an area where being white was the minority. I know what it's like to attend schools without any resources. Some teachers get so burnt out they leave and others are crying behind closed doors but stay for the kids. ..I was not reaching my potential until I switched my junior year to an alternative program my school had just started. It was typically utilized by students who were trouble makers or not doing well. But there were a select group who attended that school for 3 hours a day online with a teacher who excelled in that environment. I ended up graduating more than a full year ahead of time - finishing my junior year in December. I went on to college and work out of Boston now but grew up in Ohio...Kids deserve funding and support. Teachers need it to survive and to teach those kids. We need to do better.
manuelabeltran,https://yt3.ggpht.com/ytc/AOPolaQhiO_iMUK91KaKg3vwVe4NmEyoDwatleew6A=s48-c-k-c0x00ffffff-no-rj,8,2023-01-28T21:35:08Z,2023-01-28T21:35:08Z,Hope the home school movement continues to grow
Johanna T,https://yt3.ggpht.com/ytc/AOPolaSs2sKZJlemI383dir15kE2F1GAkCuJ5gnZSw=s48-c-k-c0x00ffffff-no-rj,8,2023-01-25T19:27:53Z,2023-01-25T19:27:53Z,"I was homeschooled growing up because we couldn't afford private school and was bullied by the kids in the neighborhood who I would go to public school with. We couldn't afford to move, so homeschooled it was. Luckily, my mom had been a teacher for 15+ years. I do think that parents of children who go to public school forget that they need to supplement their education at home, and that if you object to certain lessons you can voice that to the administration ahead of time and remove your child for a short time. They're still your children even when they're at school."
Derek Neupauer,https://yt3.ggpht.com/ytc/AOPolaTtSlBR0iKQlSX3HIMS9kMYtreK863lalNcUJSbsA=s48-c-k-c0x00ffffff-no-rj,8,2023-01-17T18:20:12Z,2023-01-17T18:20:12Z,"I grew up homeschooled up till high school.  And was in a homeschooling group.  I think homeschooling can be fantastic, I loved the freedom I had.  When I got to college I felt like it was going back to being homeschooled.  With that said, I find the piece odd because this isn't homeschooling its a loophole.  Like parents aren't teaching or have power, they are just sending them to a space they are comfortable with (and homeschool bubble is real).  For me, for certain classes I would go to a class ones a week, and then do my homework the rest of the week, like taking a piano class.  I do think homeschooling is great it sad to me that its tied to a Christian bubble space."
MC Chamblin,https://yt3.ggpht.com/ytc/AOPolaQgu7SxK87TpUZfTchgP5FpG_ExwG-XaYxDNllN-Q=s48-c-k-c0x00ffffff-no-rj,8,2023-02-19T02:12:43Z,2023-02-19T02:12:43Z,"Open market competition in our educational system is totally justified and healthy.  Parents pulling their offspring out of public education is not what is destroying public schools.  Their policies and curriculum has already destroyed public education.  The only thing worse than destructive public school policies are parents who won't advocate for their own offspring, on their own sweat, tears and resources."
Tyler Dean,https://yt3.ggpht.com/ytc/AOPolaQZieNhdLfU0KCL-DwzbZH8y8Pj7w3VaqO_qt7X=s48-c-k-c0x00ffffff-no-rj,8,2023-02-28T18:47:49Z,2023-02-28T18:47:49Z,"I was homeschooled through Florida Virtual School. I liked the flexibility of my schedule and how it allowed other activities as well as being fully accredited. I was able to take a lot of AP classes and even opt-in for just taking AP tests in a subject I studies. I got credit for AP Spanish and AP Physics through that, while also spending significantly less time on the subjects than if I was in school for an hour a day for a year for the same thing. It allowed me to learn at my pace, which was relatively accelerated and I was able to then take the time I saved and even start working and learning skills as well as making money."
coldnorthAK,https://yt3.ggpht.com/ytc/AOPolaRDOCfCiM73CI8pPuaaa5ZPcDR2dN9dp7aQmA=s48-c-k-c0x00ffffff-no-rj,7,2023-02-13T16:15:41Z,2023-02-13T16:15:41Z,"I pulled both my kids out of public school and put them into private Christian school  I wish I’d have started them in private. My son went from a C student to an A student and the man he has become is amazing.  My daughter is flourishing.  The school doesn’t have all the bells and whistles of public schools, but the character development and classic education they get is second to none."
Corn Fed Life,https://yt3.ggpht.com/KUth3Wn35WpDmJSfCcUvpPcT-eN3AZ4HDozsgguH5I-SKTLbiJEjb3w1J-nBe1obiGTd8k4Mzg=s48-c-k-c0x00ffffff-no-rj,6,2023-02-26T18:49:36Z,2023-02-26T18:49:36Z,"As a former teacher, I believe that anyone who truly cares about their kids should homeschool them. PERIOD."
Nigel West,https://yt3.ggpht.com/ytc/AOPolaSKwZ-zTAwdLjzoQpUAGkQv8Ds8PqDsNx3G-B8h7A=s48-c-k-c0x00ffffff-no-rj,6,2022-10-22T06:56:42Z,2022-10-22T06:56:42Z,"I think this documentary was done really well showing both sides. On one hand I believe homeschool can be good for those who have the extra time and resources. But on the other hand I feel for public school a lot more. I went to public school and I feel I had a good education, importantly learned socialization, and have gone on to get my bachelors and become a nurse. My mother is a public school teacher and the resources they have to work with make it difficult. There's some big gaps in education with teaching finance and such but I don't think homeschooling is the answer"
Rhea Vaflor,https://yt3.ggpht.com/ytc/AOPolaSKvgCbm1POMU0h4JYhf5KUYyKoaThpBQZ_8__hnA=s48-c-k-c0x00ffffff-no-rj,6,2023-02-10T23:42:02Z,2023-02-10T23:42:02Z,"Thanks for this mini-documentary. I really appreciated the multi-dimensional reporting especially the public teacher’s point of view. Her passion for teaching was so evident. I do wonder if the Homeschool Association curriculum teaches service and greater community care. They seem to be talking about liberty, being weapons of war, battlefields and leaving to create their own communities. In my mind, that mindset of violence is troubling for civil society."
Moises Garcia Marquez,https://yt3.ggpht.com/ytc/AOPolaRgkMKHRmO8dvSioPNl378PxPRveDNbIQTvNWUsKQ=s48-c-k-c0x00ffffff-no-rj,5,2023-02-25T19:03:37Z,2023-02-25T19:03:37Z,Homeschooling is the absolute best option there is! I love it.
RJI,https://yt3.ggpht.com/ytc/AOPolaR8yJecigB65KO9KFAu1E9536qD1rLFnmDaG5BioAx8JN1jW6P216eESBzcFZoe=s48-c-k-c0x00ffffff-no-rj,5,2023-02-26T21:40:12Z,2023-02-26T21:40:12Z,I think this just sums up the failure of the public school system...  they talk about accreditation and licensing but here in Cali our public school kids are in last place in math and reading....it's an absolute tragedy
Lydia Hoffman,https://yt3.ggpht.com/ytc/AOPolaTmy6yGPm3dDSpo_i88-2YRPnAEBSZQQv5Y4CZPlw=s48-c-k-c0x00ffffff-no-rj,5,2023-03-15T16:24:41Z,2023-03-15T16:26:20Z,"I was homeschooled from K-8, and though this shows some aspects of the homeschool community I think it’s missing a lot. We had a large group of homeschoolers in my area who were generally leftist or centrist, and made up of people who didn’t believe the academics in public school were strong enough. There are MANY people that homeschool that come from the left, not just right wing extremists. Where I currently live in Oregon, most homeschoolers are the nature loving hippie types!.People homeschool for so many reasons, and a lot of time there is a great community involved. This video shows such a narrow part of homeschool."
Sally Cornish,https://yt3.ggpht.com/ytc/AOPolaTRRd-_MjVq8k94QleU93GIMq7dHYgjYGGvkQ=s48-c-k-c0x00ffffff-no-rj,5,2023-02-20T13:08:44Z,2023-02-20T13:08:44Z,"I pulled my kid out of school just over a year ago and am loving my homeschooling journey. Such an odd and dishonest take in this doco to paint homeschoolers as though they're these privileged families in society that are trying to take money away from the public school system. Instead of asking the education department to listen to why parents are taking their kids out of school they instead want to blame homeschoolers for public schools failing and being underfunded. Anyways, as intrigued as I was watching this, it was painful at times.  Like where is the outrage at kids (and teachers) being sexually and violently attacked at school..The education system is failing because it wants to indoctrinate children with values and ideals that parents don't agree with.  Also, as much as homes may not be a safe space for some children, let's also agree that schools may not a safe space for some kids also. There should be freedom to choose what is best for your family."
Jeremy Hershberger,https://yt3.ggpht.com/ytc/AOPolaShzsyfxRwiohG5i0DHPsnEWD18G3_dBzZwkKkSag=s48-c-k-c0x00ffffff-no-rj,5,2023-01-26T20:43:33Z,2023-01-26T20:43:33Z,Homeschool child now sociologist here. Thanks for doing this story. It would be great with a follow up on the public school system.
seancsnm,https://yt3.ggpht.com/ytc/AOPolaTAiZF-cMe0ETF998dEiM_orxCzFCxhV35qqHeW=s48-c-k-c0x00ffffff-no-rj,5,2023-02-27T02:14:35Z,2023-02-27T02:14:35Z,"I was homeschooled and I'd never go back. My sisters were homeschooled (same household, parents, etc.) and they hated it. Within the community there are pockets of borderline cults and there are also pockets of people who take their lives seriously and just want to do the best they can in society."
F M,https://yt3.ggpht.com/ytc/AOPolaRugD53DYfrVqcoySuUJZjUIHh6mwI_MoiHLyO_WQ=s48-c-k-c0x00ffffff-no-rj,5,2023-01-26T03:59:02Z,2023-01-26T03:59:02Z,"Wow if more (any color) families had moms like this mom there would not be the feeling of less than for any children/parents. She is amazing!!! Obviously, she is a loving mom."
"Rob, Bebe, & Sloane Barreras-McCammond",https://yt3.ggpht.com/ytc/AOPolaTRO9vGttzTTaBW6-Dkd7vPKXyNZSYe8WnX95g1CME=s48-c-k-c0x00ffffff-no-rj,5,2023-05-27T00:57:11Z,2023-05-27T00:57:11Z,"Not all homeschool kids are weird or religious. Atheist here & my kids were homeschooled till college. We purchased our curriculum stuck to a schedule but traveled the world. They were in a lot of activities, little league, scouts, and other activities to meet friends. They both got very high ACT scores, scholarships, and got into their university of choice."
Lloydsof Rochester,https://yt3.ggpht.com/ytc/AOPolaR9x0IASMrzKxf4NEaB1AvqV3P97m73ZPz_wZ_C=s48-c-k-c0x00ffffff-no-rj,4,2023-02-21T00:09:40Z,2023-02-21T00:17:39Z,"We pull our kids out, often dropping down to one income, often one substantially less than a school teacher's income!..Most of us live very frugally: we buy used, use everyday items and examples for teaching, we take advantage of every free resource that's available, we use used pencils and pens, things that people are giving away, partially used notebooks and supplies free or from thrift stores. And we don't get all emotional and weepy about it, either. These are OUR children and we will do whatever it takes to get them well educated, not indoctrinated!..Unlike public school teachers WE don't get paid to do this, we don't get benefits or pensions, and don't qualify for tax deductions for school supplies & expenses, but that teacher failed to mention THAT little perk!..Many of us use REAL books (REAL history, science, and other books and publications about what's really happening in the world, and visiting places where this stuff is applied), instead of textbooks for teaching, and or supplementing certain subjects with library books, or purchased them used. ..Many homeschoolers have developed curriculum that is usually better, and more in depth, and also MUCH more affordable than public school curriculums; but many buy used when possible. Public school curriculum is infamously overpriced and of demonstrably inferior academic quality...And the whole whiny party line about parents should try to work with them to change the public schools is a joke. When we get involved they complain, don't listen, argue with us, dismiss and marginalized us. Plenty of that's been seen on TV! So in the meantime they want us to give them access to our children while they continue to use a broken system...We have no say in curriculum selection, and academic quality is dumbed down to the lowest denominator. Besides, even the best teachers can't beat a system where they are handed crap textbooks that's all they're allowed to use, and can't work with kids according to their skills and abilities and levels!..Getting rid of bad teachers (like pedophiles!) is just about impossible, and now they sneak around behind our backs (conveniently NOT letting us know about certain topics they discuss and the organizations and people they bring in to promote them!) to make sure that we don't know when they are brainwashing our kids into other ideas. NO adult should be allowed to talk to another parents' minor children about sex and promote sexual ideologies without our knowledge, AGREEMENT, even ability to be there, or have live CC television so  we know what's being taught, and what's happening, at all times. To do otherwise is sexual grooming! Any school teacher who engages in such behavior should be immediately fired and prosecuted...Our children are penalized for for questioning what they're being taught, for resisting social conditioning, made fun of for their faith, and and there are always lawsuits about schools forbidding children from reading Bibles in school."
GrandpaBaner,https://yt3.ggpht.com/ytc/AOPolaSFtv_6aYkfMLJChvLRA097R4uZmcr4VWOyWquc=s48-c-k-c0x00ffffff-no-rj,4,2023-03-10T16:33:30Z,2023-03-10T16:33:30Z,"I find it comical that they show how public schools are failing kids and their response pretty much is, ""yeah, that's because your kid isn't there. Please sacrifice all of your kids to the system in hopes that it'll get better."""
V RL,https://yt3.ggpht.com/ytc/AOPolaRXQfgvRJK8TvEV4LztdaribAE3Lr9GamofkryLkA=s48-c-k-c0x00ffffff-no-rj,4,2023-04-10T03:06:49Z,2023-04-10T03:06:49Z,"I wasn't home-schooled, but I wish I was. More power to you Americans."
Lloydsof Rochester,https://yt3.ggpht.com/ytc/AOPolaR9x0IASMrzKxf4NEaB1AvqV3P97m73ZPz_wZ_C=s48-c-k-c0x00ffffff-no-rj,4,2023-02-21T00:09:40Z,2023-02-21T00:17:39Z,"We pull our kids out, often dropping down to one income, often one substantially less than a school teacher's income!..Most of us live very frugally: we buy used, use everyday items and examples for teaching, we take advantage of every free resource that's available, we use used pencils and pens, things that people are giving away, partially used notebooks and supplies free or from thrift stores. And we don't get all emotional and weepy about it, either. These are OUR children and we will do whatever it takes to get them well educated, not indoctrinated!..Unlike public school teachers WE don't get paid to do this, we don't get benefits or pensions, and don't qualify for tax deductions for school supplies & expenses, but that teacher failed to mention THAT little perk!..Many of us use REAL books (REAL history, science, and other books and publications about what's really happening in the world, and visiting places where this stuff is applied), instead of textbooks for teaching, and or supplementing certain subjects with library books, or purchased them used. ..Many homeschoolers have developed curriculum that is usually better, and more in depth, and also MUCH more affordable than public school curriculums; but many buy used when possible. Public school curriculum is infamously overpriced and of demonstrably inferior academic quality...And the whole whiny party line about parents should try to work with them to change the public schools is a joke. When we get involved they complain, don't listen, argue with us, dismiss and marginalized us. Plenty of that's been seen on TV! So in the meantime they want us to give them access to our children while they continue to use a broken system...We have no say in curriculum selection, and academic quality is dumbed down to the lowest denominator. Besides, even the best teachers can't beat a system where they are handed crap textbooks that's all they're allowed to use, and can't work with kids according to their skills and abilities and levels!..Getting rid of bad teachers (like pedophiles!) is just about impossible, and now they sneak around behind our backs (conveniently NOT letting us know about certain topics they discuss and the organizations and people they bring in to promote them!) to make sure that we don't know when they are brainwashing our kids into other ideas. NO adult should be allowed to talk to another parents' minor children about sex and promote sexual ideologies without our knowledge, AGREEMENT, even ability to be there, or have live CC television so  we know what's being taught, and what's happening, at all times. To do otherwise is sexual grooming! Any school teacher who engages in such behavior should be immediately fired and prosecuted...Our children are penalized for for questioning what they're being taught, for resisting social conditioning, made fun of for their faith, and and there are always lawsuits about schools forbidding children from reading Bibles in school."
Lloydsof Rochester,https://yt3.ggpht.com/ytc/AOPolaR9x0IASMrzKxf4NEaB1AvqV3P97m73ZPz_wZ_C=s48-c-k-c0x00ffffff-no-rj,4,2023-02-21T00:09:40Z,2023-02-21T00:17:39Z,"We pull our kids out, often dropping down to one income, often one substantially less than a school teacher's income!..Most of us live very frugally: we buy used, use everyday items and examples for teaching, we take advantage of every free resource that's available, we use used pencils and pens, things that people are giving away, partially used notebooks and supplies free or from thrift stores. And we don't get all emotional and weepy about it, either. These are OUR children and we will do whatever it takes to get them well educated, not indoctrinated!..Unlike public school teachers WE don't get paid to do this, we don't get benefits or pensions, and don't qualify for tax deductions for school supplies & expenses, but that teacher failed to mention THAT little perk!..Many of us use REAL books (REAL history, science, and other books and publications about what's really happening in the world, and visiting places where this stuff is applied), instead of textbooks for teaching, and or supplementing certain subjects with library books, or purchased them used. ..Many homeschoolers have developed curriculum that is usually better, and more in depth, and also MUCH more affordable than public school curriculums; but many buy used when possible. Public school curriculum is infamously overpriced and of demonstrably inferior academic quality...And the whole whiny party line about parents should try to work with them to change the public schools is a joke. When we get involved they complain, don't listen, argue with us, dismiss and marginalized us. Plenty of that's been seen on TV! So in the meantime they want us to give them access to our children while they continue to use a broken system...We have no say in curriculum selection, and academic quality is dumbed down to the lowest denominator. Besides, even the best teachers can't beat a system where they are handed crap textbooks that's all they're allowed to use, and can't work with kids according to their skills and abilities and levels!..Getting rid of bad teachers (like pedophiles!) is just about impossible, and now they sneak around behind our backs (conveniently NOT letting us know about certain topics they discuss and the organizations and people they bring in to promote them!) to make sure that we don't know when they are brainwashing our kids into other ideas. NO adult should be allowed to talk to another parents' minor children about sex and promote sexual ideologies without our knowledge, AGREEMENT, even ability to be there, or have live CC television so  we know what's being taught, and what's happening, at all times. To do otherwise is sexual grooming! Any school teacher who engages in such behavior should be immediately fired and prosecuted...Our children are penalized for for questioning what they're being taught, for resisting social conditioning, made fun of for their faith, and and there are always lawsuits about schools forbidding children from reading Bibles in school."
Lloydsof Rochester,https://yt3.ggpht.com/ytc/AOPolaR9x0IASMrzKxf4NEaB1AvqV3P97m73ZPz_wZ_C=s48-c-k-c0x00ffffff-no-rj,4,2023-02-21T00:09:40Z,2023-02-21T00:17:39Z,"We pull our kids out, often dropping down to one income, often one substantially less than a school teacher's income!..Most of us live very frugally: we buy used, use everyday items and examples for teaching, we take advantage of every free resource that's available, we use used pencils and pens, things that people are giving away, partially used notebooks and supplies free or from thrift stores. And we don't get all emotional and weepy about it, either. These are OUR children and we will do whatever it takes to get them well educated, not indoctrinated!..Unlike public school teachers WE don't get paid to do this, we don't get benefits or pensions, and don't qualify for tax deductions for school supplies & expenses, but that teacher failed to mention THAT little perk!..Many of us use REAL books (REAL history, science, and other books and publications about what's really happening in the world, and visiting places where this stuff is applied), instead of textbooks for teaching, and or supplementing certain subjects with library books, or purchased them used. ..Many homeschoolers have developed curriculum that is usually better, and more in depth, and also MUCH more affordable than public school curriculums; but many buy used when possible. Public school curriculum is infamously overpriced and of demonstrably inferior academic quality...And the whole whiny party line about parents should try to work with them to change the public schools is a joke. When we get involved they complain, don't listen, argue with us, dismiss and marginalized us. Plenty of that's been seen on TV! So in the meantime they want us to give them access to our children while they continue to use a broken system...We have no say in curriculum selection, and academic quality is dumbed down to the lowest denominator. Besides, even the best teachers can't beat a system where they are handed crap textbooks that's all they're allowed to use, and can't work with kids according to their skills and abilities and levels!..Getting rid of bad teachers (like pedophiles!) is just about impossible, and now they sneak around behind our backs (conveniently NOT letting us know about certain topics they discuss and the organizations and people they bring in to promote them!) to make sure that we don't know when they are brainwashing our kids into other ideas. NO adult should be allowed to talk to another parents' minor children about sex and promote sexual ideologies without our knowledge, AGREEMENT, even ability to be there, or have live CC television so  we know what's being taught, and what's happening, at all times. To do otherwise is sexual grooming! Any school teacher who engages in such behavior should be immediately fired and prosecuted...Our children are penalized for for questioning what they're being taught, for resisting social conditioning, made fun of for their faith, and and there are always lawsuits about schools forbidding children from reading Bibles in school."
Tina Bean,https://yt3.ggpht.com/s7C6Sp_6eZerFQkLBu_AXbbuLQnUJ_0G7KTu8m_BJOOxM2MdeJvP6B8uAbanKlDbFTluPD_J=s48-c-k-c0x00ffffff-no-rj,4,2023-02-26T12:48:27Z,2023-02-26T12:51:14Z,"I also like to add that our children should not be reliant on their peers as their main influence of how to relate, and socialize. They need to have quality, trusted adult influences as their primary influence so they aren’t wholly reliant on each other to learn these important lessons. When left on their own, they will form a hierarchy, and they will not stand firmly in their own opinions/morals/integrity if fitting in is more practical. We homeschool in PA, and it has one of the most strict homeschool legislation in the US. We are required to submit a notarized affidavit, health records (showing contact with mandatory reporters by the way of doctors to prevent masking child abuse), a syllabus that incorporates all of the state required subjects. At the years end, we must meet with an accredited evaluator with attendance, portfolio showing improvement upon the prior year, and we still are subjected to nationwide testing so the results for those are evaluated as well. We still pay property taxes, and the only resources we get are access to our local museum. Considering what we pay into our district, it I would at least expect the children attending school to have everything that they need for success. Instead we have one of the worst districts in the country."
Emanuel,https://yt3.ggpht.com/ytc/AOPolaQ4tkrwCZjopz-WdeTojQoW_MOABLOS5pupWyqU=s48-c-k-c0x00ffffff-no-rj,4,2023-02-22T17:28:57Z,2023-02-22T17:28:57Z,The only thing my kids would miss if they were homeschooled is interaction with other kids. Education must take place at home FIRST and FOREMOST.
